,Date,Document_Name,Category,File_Path,File_Size,Checksum_SHA256,Page_Count,Evidence_ID,Bates_Start,Bates_End,Bates_Status,Exhibit_ID
541,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 01.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 01.pdf,66384,560ddac1b9f215ecd6fcba9fc554b9bbd2a9d0177fc494abd44b730df2387305,,,,,,
542,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 02.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 02.pdf,251480,6aaf6b2ce95b255b6e6b0b7def144f744d0fcd67819a3fe76b6296878a192e47,,,,,,
543,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 03.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 03.pdf,251538,504528fb3752ccb225cd9fc36d2bdc47caaf98c08853399c602b7f80112f563b,,,,,,
544,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 04.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 04.pdf,251465,c00315ccfde6fabc82a225470101b558d47e5611ed2f0e631f1765c7b63bf5cc,,,,,,
545,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 05.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 05.pdf,251436,9cf760cb11b18dfccbc7467460875802e269b82afe8c6f2b6569181485edb7c6,,,,,,
546,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 06.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 06.pdf,251547,8b1c943d9cd37e8a785104d1201e0c054741977eed760cf9e53380ec1fab05ef,,,,,,
547,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 07.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 07.pdf,251543,a712d223ac9ae6bb67ecba2ddfe85eda4ffa0038be7993c396f30cf61377ed8d,,,,,,
548,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 08.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 08.pdf,251647,57726fe539d4397a4ff9f855ef69c0e25f7ec81ff0f51a8c337cb7476c405792,,,,,,
549,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 09.pdf,252528,14393497ad75ad8bc72e65f483f3aa4d4baff80b26f496eea5545682d46491fd,,,,,,
550,2025-11-02 22:57:13-0600,aribia llc 2540 monthly statement 2023 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 2540 monthly statement 2023 10.pdf,251396,22ff4b00b197830ad8f1510273b98b9ac32a836ae58315527b5565169d6d55ab,,,,,,
551,2025-11-02 22:57:13-0600,aribia llc 4152 monthly statement 2023 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4152 monthly statement 2023 09.pdf,250962,7b2d66aa50bc53c9ed90befa497d8c64ea3475a341741f331a0d58bbebe58551,,,,,,
552,2025-11-02 22:57:13-0600,aribia llc 4152 monthly statement 2023 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4152 monthly statement 2023 10.pdf,251457,ddae83ddc5080f08d9b9cf0a3e99688853bf8009b7525839c1909fb239db319f,,,,,,
553,2025-11-02 22:57:13-0600,aribia llc 4152 monthly statement 2023 11.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4152 monthly statement 2023 11.pdf,251498,fc97e48e4d70c32bdf96fb8172c3974cff5fad82c2f861792dacc930f5cea8dd,,,,,,
554,2025-11-02 22:57:13-0600,aribia llc 4152 monthly statement 2023 12.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4152 monthly statement 2023 12.pdf,252077,ff274c394301b220aceade739db465cb0d879caeb245f2e1b8d782a75760c0ed,,,,,,
555,2025-11-02 22:57:13-0600,aribia llc 4209 monthly statement 2023 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4209 monthly statement 2023 09.pdf,250955,44e554050b780e6982579d64d1cab96a8b1ded8fd9aec73b0d9cdc3370025904,,,,,,
556,2025-11-02 22:57:13-0600,aribia llc 4209 monthly statement 2023 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4209 monthly statement 2023 10.pdf,251766,3e8e8f415aa778e4d357e69c7518957fa4dcea4fb7e1bad85700ad2a60f1046f,,,,,,
557,2025-11-02 22:57:13-0600,aribia llc 4209 monthly statement 2023 11.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4209 monthly statement 2023 11.pdf,251832,16b595be8a0ce0c759e6c67bbaca1a62fba262f6584b54edbd7d3ccc395e0e49,,,,,,
558,2025-11-02 22:57:13-0600,aribia llc 4209 monthly statement 2023 12.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 4209 monthly statement 2023 12.pdf,252423,15e843194e1ab81c03693db984abe1d5f352bc223b19f6a32cf251a952fcb5f6,,,,,,
559,2025-11-02 22:57:13-0600,aribia llc 7036 monthly statement 2023 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 7036 monthly statement 2023 09.pdf,251122,03d38463289fae5a68519a79dc5a8e8bdc2221e68ce706199eae104a96d8ca9a,,,,,,
560,2025-11-02 22:57:13-0600,aribia llc 7036 monthly statement 2023 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 7036 monthly statement 2023 10.pdf,251230,6633379a5a776030d118c1bba9de52a60823c85feb9be1c8eec84798e895ef32,,,,,,
561,2025-11-02 22:57:13-0600,aribia llc 7036 monthly statement 2023 11.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 7036 monthly statement 2023 11.pdf,251118,442c218430beed970884a142533d07df45412c436a52a8d29b037f1cbc65577f,,,,,,
562,2025-11-02 22:57:13-0600,aribia llc 7036 monthly statement 2023 12.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 7036 monthly statement 2023 12.pdf,251126,ece06e2862db9a0c42f47866246fb147ef290d4a3a800e2e9e8c05e4aed0c914,,,,,,
563,2025-11-02 22:57:13-0600,aribia llc 8111 monthly statement 2023 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 8111 monthly statement 2023 09.pdf,251121,5fb2d124e1163fd22fffe991ac7ec5221dc7054103b28072efc9af9aceeed8b7,,,,,,
564,2025-11-02 22:57:13-0600,aribia llc 8111 monthly statement 2023 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 8111 monthly statement 2023 10.pdf,252165,6163a3fef59edc19ea41ba831a1fa9dc0420f6cc5401be197e3daf78fbbafdc7,,,,,,
565,2025-11-02 22:57:13-0600,aribia llc 8111 monthly statement 2023 11.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 8111 monthly statement 2023 11.pdf,251793,60f3ec294385eed5889defae8b046c83ac7434e24b06a50e6b9f310d354d4dbf,,,,,,
566,2025-11-02 22:57:13-0600,aribia llc 8111 monthly statement 2023 12.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 8111 monthly statement 2023 12.pdf,252083,1b9273a29572b16026fbd28a33f20ca0144c62c8fe38676bb7a5022b2b4417f1,,,,,,
567,2025-11-02 22:57:13-0600,aribia llc 9023 monthly statement 2023 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9023 monthly statement 2023 09.pdf,251419,b4468ff3f11a16dce69b7ce30022b5dc65f53efa31d42dc13ccabbdf9c3d8811,,,,,,
568,2025-11-02 22:57:13-0600,aribia llc 9023 monthly statement 2023 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9023 monthly statement 2023 10.pdf,252095,04dd495447cbab4036cbd7c5b640bc9e8443d7196cb294a5154232aee9b283a7,,,,,,
569,2025-11-02 22:57:13-0600,aribia llc 9023 monthly statement 2023 11.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9023 monthly statement 2023 11.pdf,251839,5dcd49119e68d6d7ddfc69f9072e2ba5b3a31ad56f2d286eeb04108b64cfc2c6,,,,,,
570,2025-11-02 22:57:13-0600,aribia llc 9023 monthly statement 2023 12.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9023 monthly statement 2023 12.pdf,252139,74b91baf958616c5bdf3d7610e5e0a92010ebbbf79ba8430ee984ccfa544be57,,,,,,
571,2025-11-02 22:57:13-0600,aribia llc 9551 monthly statement 2023 01.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9551 monthly statement 2023 01.pdf,79258,490afc8261cfd802d6aa87712a05a9551d9328a16c14e522fb682bcb7782d65d,,,,,,
572,2025-11-02 22:57:13-0600,aribia llc 9551 monthly statement 2023 02.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9551 monthly statement 2023 02.pdf,60454,ae332e29c6b90b4c074f56cdf0e170be6d2ae2a47d994a79b20d2df209007ec9,,,,,,
573,2025-11-02 22:57:13-0600,aribia llc 9551 monthly statement 2023 03.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9551 monthly statement 2023 03.pdf,68112,89f26e286553743db05d991beef2bfc8789804bbd817658ebfbc7451e9245dc9,,,,,,
574,2025-11-02 22:57:13-0600,aribia llc 9551 monthly statement 2023 04.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9551 monthly statement 2023 04.pdf,57295,699c260aa92b0a1ac65be69265c52aa409c28776cdd00fac7b41670008cae705,,,,,,
575,2025-11-02 22:57:13-0600,aribia llc 9551 monthly statement 2023 05.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9551 monthly statement 2023 05.pdf,252169,ca1d616e08df700ed43c2b7a41b0f6328075aa2a0c8ac1d9e37be6adb2921e37,,,,,,
576,2025-11-02 22:57:13-0600,aribia llc 9551 monthly statement 2023 06.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 9551 monthly statement 2023 06.pdf,252491,cd43db15727abda7dc560faed6944aacf01d32fe45a4b01be4885162968a550e,,,,,,
577,2025-11-02 22:57:16-0600,Statement10312023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement10312023.pdf,96535,b27da6be4d47c7186ae03db2401c78d5b8e120c9c76b57c95e0a28ccdd77477d,,,,,,
578,2025-11-02 22:57:16-0600,Statement11302023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement11302023.pdf,96556,91485d40e28b0aa323080dfcea02bb8cbe7aa03b7a2c8e2a867b61e71bd334da,,,,,,
579,2025-11-02 22:57:16-0600,Statement12312022 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement12312022 2.pdf,136885,92b2aea403014e08e766b431c226361c5027aa56400380fa8eb76cdfa5edb092,,,,,,
580,2025-11-02 22:57:16-0600,Statement12312023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement12312023.pdf,108227,033fee7c83837a2079b275a006f38ce41beb9be0783113f79acd46fefc367a56,,,,,,
582,2025-11-02 22:57:16-0600,Statement2282023 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement2282023 2.pdf,129542,dc9ba6fa4358a023d55334ab193e457bcfc7ee4ed3295ec2e43fd1f87064e888,,,,,,
583,2025-11-02 22:57:16-0600,Statement3312023 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement3312023 2.pdf,128468,b06bde547820e88fb54efb15656e201b27f1c02579a9587833c34d9350b4cb34,,,,,,
584,2025-11-02 22:57:16-0600,Statement4302023 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement4302023 2.pdf,119555,6939b4d77f4e12344ea001beeaf4e6de50932feb1d3ec7f54eeedfcd89d0f4da,,,,,,
585,2025-11-02 22:57:16-0600,Statement5312023 2 (1).pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement5312023 2 (1).pdf,114580,037868dba5b322d06c8dba125f046900f1ab3c1831b4749a2467820d1e1e2797,,,,,,
586,2025-11-02 22:57:16-0600,Statement6302023 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement6302023 2.pdf,111528,8e62e8b47359978b9ef3a35f110ea5772086fd3d97e4274b74bbdfccf8ac9ffe,,,,,,
587,2025-11-02 22:57:16-0600,Statement7312023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement7312023.pdf,98794,4176e68de0780bd4f59591e10339066437be49fac7fac07ac2c1f46968e51522,,,,,,
588,2025-11-02 22:57:16-0600,Statement8312023 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement8312023 2.pdf,99476,66cac6b2eaf82641d92d3d993b4fc9b1fb87f877b3f7de3a585f9759720d2bad,,,,,,
589,2025-11-02 22:57:16-0600,Statement9302023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement9302023.pdf,105409,4d526f812c99853d3ff8dbb8a7a5a834fd634ae890c582aff257038cbe8aff25,,,,,,
590,2025-11-02 22:57:25-0600,2022-08-01 - Operating Agreement - 2024D007847 ARIBIA 1 (effective) ARIBIA.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2022-08-01 - Operating Agreement - 2024D007847 ARIBIA 1 (effective) ARIBIA.pdf,224,e54c3f91770bcd1e4db73e20d9157df419029b4674f9065edd8d473f96eed765,,,,,,
591,2025-11-02 22:57:25-0600,2023-04-22 - Operating Agreement - 2024D007847 ARIBIA 3 ARIBIA LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-04-22 - Operating Agreement - 2024D007847 ARIBIA 3 ARIBIA LLC.pdf,212,39a9873a27682a6ee614ff17f8c516c41b0f7cb611c06896eb0eb7201d0bfea9,,,,,,
592,2025-11-02 22:57:25-0600,2024-03-15 - Operating Agreement - 2024D007847 ARIBIA 4 ARIBIA LLC APT.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-03-15 - Operating Agreement - 2024D007847 ARIBIA 4 ARIBIA LLC APT.pdf,233,a69d0d6cc0c6025cb21db2c0093493c1350bddfdaa392ab4a833ec22ba9e0177,,,,,,
593,2025-11-02 22:57:25-0600,2024-10-29 - Operating Agreement - 2024D007847 ARIBIA AMENDMENT 5 ARIBIA LLC Amendment to.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-29 - Operating Agreement - 2024D007847 ARIBIA AMENDMENT 5 ARIBIA LLC Amendment to.pdf,225,e85cee12ab85396ab99431f33d566c36f921e93b63e7e0c17eb8b0d9b6e09c94,,,,,,
594,2025-11-02 22:57:25-0600,2024-10-29 - Operating Agreement - 2024D007847 ITCANBE 20250929 125240 pending of IT CAN BE.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-29 - Operating Agreement - 2024D007847 ITCANBE 20250929 125240 pending of IT CAN BE.pdf,137,de30b3e20d2d6c8e66cb7b1adb0c374e692462c2da960f9e91016a2922e85358,,,,,,
595,2025-11-02 22:57:25-0600,2024-11-13 - Operating Agreement - 2024D007847 ARIBIA AMENDMENT 2 Retroactive Amendment to.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-13 - Operating Agreement - 2024D007847 ARIBIA AMENDMENT 2 Retroactive Amendment to.pdf,257,2d7eb1a9e04b9df6618c4a418ff7e798f8382d69ddbdf275babfc60db98c8f51,,,,,,
596,2025-11-02 22:57:25-0600,2024-11-30 - 2024D007847 CORP 20250929 125310 pending Member Resolution.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-30 - 2024D007847 CORP 20250929 125310 pending Member Resolution.pdf,136,a46ccc63ba17dda12f11695c76bfda24a046b2e48b5b39382077ea4eeb1758b8,,,,,,
600,2025-11-02 22:57:25-0600,2025-03-08 - Operating Agreement - 2024D007847 ARIBIA 20250929 125325 pending Amendment B to.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-08 - Operating Agreement - 2024D007847 ARIBIA 20250929 125325 pending Amendment B to.pdf,144,4b3196b32939a334c8981edb6d33b99326f4f00069b72352f0aed1b15a185fad,,,,,,
601,2025-11-02 22:57:25-0600,2025-03-08 - Operating Agreement - 2024D007847 ARIBIA 20250929 125343 pending Amendment C to.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-08 - Operating Agreement - 2024D007847 ARIBIA 20250929 125343 pending Amendment C to.pdf,144,958b1c8b4ce292d449dba2b0b05cafd0bd932e18deca81e112124fdd1ea180eb,,,,,,
602,2025-11-02 22:57:25-0600,2025-03-08 - Operating Agreement - 2024D007847 ARIBIA AMENDMENT 6 Amendment C to of ARIBIA LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-08 - Operating Agreement - 2024D007847 ARIBIA AMENDMENT 6 Amendment C to of ARIBIA LLC.pdf,230,24066b566bc58e3e8424f2a153bb490b76f70baa2bfb75f795df7d27bd9d37f1,,,,,,
664,2025-11-02 22:57:26-0600,Comprehensive Flow of Funds IT CAN BE LLC and ARIBIA LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Comprehensive Flow of Funds IT CAN BE LLC and ARIBIA LLC.pdf,160167,73cbc7b4042a63ded21fed4a292f195c8b35dd218b7fd5b8dc8826ee2287a786,,,,,,
665,2025-11-02 22:57:26-0600,Fw Updated ARIBIA LLC Valuation Statement & Acknowledgment.eml,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Fw Updated ARIBIA LLC Valuation Statement & Acknowledgment.eml,7916536,231fa94e4faaa9c63d33901a7d6c51bd272ddf7574e830d2647b73599192d5e7,,,,,,
672,2025-11-02 22:57:51-0600,aribia llc 1322 monthly statement 2024 01.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2024 01.pdf,250900,728658724da49f95ec92b7751265dd8a38b5bcde146f209ba2e735eb3371ae8f,,,,,,
673,2025-11-02 22:57:51-0600,aribia llc 1322 monthly statement 2024 02.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2024 02.pdf,250912,85d1183dc9a276341bb47c48ab02b71194fb072e3492fe2b278094e096d4c8d1,,,,,,
674,2025-11-02 22:57:51-0600,aribia llc 1322 monthly statement 2024 03.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2024 03.pdf,253176,1c18674efb6d0d956c02504cf91a2774954c489fa593306257b7618ad9e6a64f,,,,,,
675,2025-11-02 22:57:51-0600,aribia llc 1322 monthly statement 2024 04.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2024 04.pdf,251952,aec4a2f246b8b2864fe391e0670c56e9f4258786d06c3273d30e2ce3e06065ff,,,,,,
676,2025-11-02 22:57:51-0600,aribia llc 1322 monthly statement 2024 05.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2024 05.pdf,250988,73fba734772d3d01f6e53800a3ed67e938563f04d836c7af52bee2de596c04f0,,,,,,
677,2025-11-02 22:57:51-0600,aribia llc 1322 monthly statement 2024 06.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2024 06.pdf,251017,9f50d127f2b6390adb0a8bfb777ca977672f511a8ae0976b1f5cd4268bb2e415,,,,,,
678,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 02.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 02.pdf,250789,7e6b178876d9e32529d072cfcdf442304bca11a24ead08c1cabd577271b5b11f,,,,,,
679,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 03.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 03.pdf,252715,8bc63d0096f9e130456724c776367305f804f77a34b749dd50a0b5d1bc580078,,,,,,
680,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 04.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 04.pdf,252546,0108324a7777241ee09db9e41637469da53546c30c9260d2009529a6e5e6d497,,,,,,
681,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 05.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 05.pdf,268712,3e0812873b2872cb9bf03e90217c1f138ddfd1ff4ea343044acc52d6e9fade34,,,,,,
682,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 06.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 06.pdf,252738,b68c00f48ab47ad980dba810bbc4a42a22a047a01d9968f5485ba62fb5972d22,,,,,,
683,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 07.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 07.pdf,252450,d76a53d4686fe22cbea13e0cefb73f5ef6fa3f24c03e22e5f2db1b133f0d0ac2,,,,,,
684,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 08.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 08.pdf,268502,323a51bc1b5d94c4ac37158e688627076f10c14718dec6596b26c281715330a0,,,,,,
685,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 09.pdf,271317,0a60ec22e36cd4337c482a504d4eb67fb3f3a82696cde946a3376cbd548fc1ad,,,,,,
686,2025-11-02 22:57:51-0600,aribia llc 1956 monthly statement 2024 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1956 monthly statement 2024 10.pdf,266560,9dd3c84147bf186fb472c7295a470cba169382274915c3f4bbe01dc013e9746d,,,,,,
